WC_Sample_Site_Name,Lab_Samp_No,Matrix_ID,Date_Collected,Date_Received,Date_Analyzed,Lab_Name,Analytical_Method,Analyte,Lab_Result_Qualifier,Result,Units,MDL,Reporting_Limit,Comments,ESA_omit_data,ESA_Flag,PercentDif,Site_Number,qa_type,Notes
Site 10 Dupe,23100107-003,Surface Water,10/2/2023,10/3/2023,10/12/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,10,field_duplicate,
Site 10 Dupe,23100107-003,Surface Water,10/2/2023,10/3/2023,10/4/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,10,field_duplicate,
Site 11 duplicate,23100340-002,Surface Water,10/10/2023,10/10/2023,10/10/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,11,field_duplicate,
Site 18 duplicate,23100342-005,Surface Water,10/9/2023,10/10/2023,10/10/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,18,field_duplicate,
Site 17-Dupe,23100544-005,Surface Water,10/17/2023,10/18/2023,11/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,17,field_duplicate,
Site 17-Dupe,23100544-005,Surface Water,10/17/2023,10/18/2023,10/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,17,field_duplicate,
SITE 10 DUPE,23100545-005,Surface Water,10/17/2023,10/18/2023,11/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,10,field_duplicate,
SITE 10 DUPE,23100545-005,Surface Water,10/17/2023,10/18/2023,10/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,10,field_duplicate,
Site 11- duplicate,23100743-002,Surface Water,10/24/2023,10/24/2023,11/3/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,11,field_duplicate,
Site 11- duplicate,23100743-002,Surface Water,10/24/2023,10/24/2023,10/24/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,11,field_duplicate,
Site 18 Dupe,23100748-003,Surface Water,10/23/2023,10/24/2023,11/3/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,18,field_duplicate,
Site 18 Dupe,23100748-003,Surface Water,10/23/2023,10/24/2023,10/24/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,18,field_duplicate,
Site 17 - duplicate,23100915-002,Surface Water,10/30/2023,10/31/2023,10/31/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,17,field_duplicate,
Site 10 Dupe,23100917-003,Surface Water,10/30/2023,10/31/2023,10/31/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,10,field_duplicate,
Rinsate,23050593-008,Surface Water,5/17/2023,5/18/2023,5/30/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060363-001,Surface Water,6/12/2023,6/13/2023,6/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060364-001,Surface Water,6/12/2023,6/13/2023,6/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23070287-001,Surface Water,7/10/2023,7/11/2023,7/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23080040-001,Surface Water,7/31/2023,8/1/2023,8/4/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
RINSTATE,23080617-002,Surface Water,8/21/2023,8/22/2023,8/24/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23090451-005,Surface Water,9/19/2023,9/19/2023,9/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate blank,23090662-001,Surface Water,9/25/2023,9/26/2023,10/3/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23090454-001,Surface Water,9/19/2023,9/19/2023,9/21/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0.0002,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23050630-001,Surface Water,5/18/2023,5/19/2023,5/30/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0.0007,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate Blank,23080233-001,Surface Water,8/7/2023,8/8/2023,8/9/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0.0007,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate Blank,23100342-001,Surface Water,10/9/2023,10/10/2023,10/20/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0.0007,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate Blank,23100105-001,Surface Water,10/3/2023,10/3/2023,10/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0.001,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
rinsate blank,23100742-003,Surface Water,10/23/2023,10/24/2023,11/2/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0.0021,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060095-001,Surface Water,6/5/2023,6/6/2023,6/12/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0.003,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060531-001,Surface Water,6/19/2023,6/20/2023,6/29/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0.0038,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23070540-001,Surface Water,7/17/2023,7/18/2023,7/26/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0.0042,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23070302-001,Surface Water,7/10/2023,7/11/2023,7/24/2023,WETLab,SM 4500-P E,Total Phosphorous as P,U,0.0055,mg/L,0.0059,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060530-006,Surface Water,6/19/2023,6/20/2023,6/29/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.09865,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23060364-001,Surface Water,6/12/2023,6/13/2023,6/23/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.09235,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate Blank,23100342-001,Surface Water,10/9/2023,10/10/2023,10/25/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.0799,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23060728-001,Surface Water,6/26/2023,6/27/2023,7/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.0716,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23070540-001,Surface Water,7/17/2023,7/18/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.057,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
rinsate blank,23100742-003,Surface Water,10/23/2023,10/24/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.05475,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23070531-006,Surface Water,7/17/2023,7/18/2023,7/27/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.0539,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23070531-006,Surface Water,7/17/2023,7/18/2023,7/27/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.0539,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate Blank,23100105-001,Surface Water,10/3/2023,10/3/2023,10/18/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.0477,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23050630-001,Surface Water,5/18/2023,5/19/2023,5/29/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.0442,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
RINSEATE,23100545-002,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.038,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23080766-001,Surface Water,8/28/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.03545,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23050593-008,Surface Water,5/17/2023,5/18/2023,5/29/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.03125,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23100107-006,Surface Water,10/3/2023,10/3/2023,10/19/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.031,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23080040-001,Surface Water,7/31/2023,8/1/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.03015,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23100916-001,Surface Water,10/31/2023,10/31/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.02945,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate blank,23100544-006,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.02835,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23060363-001,Surface Water,6/12/2023,6/13/2023,6/23/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.0279,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23060729-002,Surface Water,6/26/2023,6/27/2023,7/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.0139,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23070287-001,Surface Water,7/10/2023,7/11/2023,7/24/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.01135,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23090451-005,Surface Water,9/19/2023,9/19/2023,9/21/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0.00625,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23080766-001,Surface Water,8/28/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0042,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23100916-001,Surface Water,10/31/2023,10/31/2023,11/9/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0041,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
RINSATE,23080767-001,Surface Water,8/28/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.004,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060728-001,Surface Water,6/26/2023,6/27/2023,7/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0039,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate Blank,23100918-002,Surface Water,10/31/2023,10/31/2023,11/9/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0039,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23050630-001,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0027,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23080766-001,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0027,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23070540-001,Surface Water,7/17/2023,7/18/2023,7/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0024,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060094-001,Surface Water,6/5/2023,6/6/2023,6/6/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0023,mg/L,0.0042,0.02,"temp was 14C however, one sample was collected morning of 6/5/23",,BMDL,,RB,rinsate_blank,
RINSATE,23080767-001,Surface Water,8/28/2023,8/29/2023,8/29/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0021,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060728-001,Surface Water,6/26/2023,6/27/2023,6/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0018,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
RINSATE,23080234-001,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0017,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060530-006,Surface Water,6/19/2023,6/20/2023,6/20/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0013,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060729-002,Surface Water,6/26/2023,6/27/2023,7/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000455,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23090267-001,Surface Water,9/12/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000024,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23050593-008,Surface Water,5/17/2023,5/18/2023,5/25/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060363-001,Surface Water,6/12/2023,6/13/2023,6/28/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060364-001,Surface Water,6/12/2023,6/13/2023,6/28/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23060531-001,Surface Water,6/19/2023,6/20/2023,6/20/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23080040-001,Surface Water,7/31/2023,8/1/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23080040-001,Surface Water,7/31/2023,8/1/2023,8/1/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate Blank,23080233-001,Surface Water,8/7/2023,8/8/2023,8/8/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
RINSATE,23080441-005,Surface Water,8/14/2023,8/15/2023,8/15/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
RINSTATE,23080617-002,Surface Water,8/21/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
RINSTATE,23080617-002,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
RINSATE,23080767-001,Surface Water,8/28/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23090267-001,Surface Water,9/12/2023,9/12/2023,9/13/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23090267-001,Surface Water,9/12/2023,9/12/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate,23090451-005,Surface Water,9/19/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23090454-001,Surface Water,9/19/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23090454-001,Surface Water,9/19/2023,9/19/2023,9/21/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate blank,23090662-001,Surface Water,9/25/2023,9/26/2023,10/2/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,U,0,mg/L,0.11,0.2,,,BMDL,,RB,rinsate_blank,
Rinsate Blank,23100105-001,Surface Water,10/3/2023,10/3/2023,10/11/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate Blank,23100105-001,Surface Water,10/3/2023,10/3/2023,10/4/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23100107-006,Surface Water,10/3/2023,10/3/2023,10/12/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23100107-006,Surface Water,10/3/2023,10/3/2023,10/4/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate Blank,23100342-001,Surface Water,10/9/2023,10/10/2023,10/10/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate blank,23100544-006,Surface Water,10/17/2023,10/18/2023,11/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate blank,23100544-006,Surface Water,10/17/2023,10/18/2023,10/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
RINSEATE,23100545-002,Surface Water,10/17/2023,10/18/2023,11/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
RINSEATE,23100545-002,Surface Water,10/17/2023,10/18/2023,10/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
rinsate blank,23100742-003,Surface Water,10/23/2023,10/24/2023,11/3/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,RB,rinsate_blank,
rinsate blank,23100742-003,Surface Water,10/23/2023,10/24/2023,10/24/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate,23100916-001,Surface Water,10/31/2023,10/31/2023,10/31/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Rinsate Blank,23100918-002,Surface Water,10/31/2023,10/31/2023,10/31/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,RB,rinsate_blank,
Site 8,23050630-003,Surface Water,5/18/2023,5/19/2023,6/2/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.68465,mg/L,0.11,0.2,,,,,8,field_primary,
Site 3,23050593-005,Surface Water,5/17/2023,5/18/2023,5/25/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,,0.0173,mg/L,0.0062,0.02,,,BRL,,3,field_primary,
Site 2,23050630-007,Surface Water,5/18/2023,5/19/2023,5/30/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,,0.013,mg/L,0.0062,0.02,,,BRL,,2,field_primary,
Site 2,23050630-007,Surface Water,5/18/2023,5/19/2023,5/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",,0.0093,mg/L,0.0042,0.02,,,BRL,,2,field_primary,
Site 3,23050593-005,Surface Water,5/17/2023,5/18/2023,5/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",,0.0085,mg/L,0.0042,0.02,,,BRL,,3,field_primary,
Site 21,23050718-002,Surface Water,5/22/2023,5/23/2023,5/23/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",,0.0049,mg/L,0.0042,0.02,,,BRL,,21,field_primary,
Site 10,23100917-002,Surface Water,10/30/2023,10/31/2023,11/9/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,,536.4,mg/L,0.0062,10,,yes,outlier,,10,field_primary,
Site 3,23050593-005,Surface Water,5/17/2023,5/18/2023,5/29/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5094,mg/L,0.11,0.2,,,,,3,field_primary,
Site 21,23050718-002,Surface Water,5/22/2023,5/23/2023,6/2/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.44685,mg/L,0.11,0.2,,,,,21,field_primary,
Site 2,23050630-007,Surface Water,5/18/2023,5/19/2023,6/2/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.3705,mg/L,0.11,0.2,,,,,2,field_primary,
Site 2,23050630-007,Surface Water,5/18/2023,5/19/2023,5/30/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0208,mg/L,0.0059,0.02,,,,,2,field_primary,
Site 21,23050718-002,Surface Water,5/22/2023,5/23/2023,6/1/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0415,mg/L,0.0059,0.02,,,,,21,field_primary,
Site 3,23050593-005,Surface Water,5/17/2023,5/18/2023,5/30/2023,WETLab,SM 4500-P E,Total Phosphorous as P,,0.0426,mg/L,0.0059,0.02,,,,,3,field_primary,
Site 5uva2023,23080441-007,Surface Water,8/15/2023,8/15/2023,8/22/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.7406,mg/L,0.11,0.2,,,,,5UVa2023,field_primary,
Site 12,23080766-002,Surface Water,8/28/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.5503,mg/L,0.11,0.2,,,,,12,field_primary,
Site 5 UVA 2023,23090126-005,Surface Water,9/6/2023,9/7/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.5493,mg/L,0.11,0.2,,,,,5UVa2023,field_primary,
Site 5UVa2023,23080617-001,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.4838,mg/L,0.11,0.2,,,,,5UVa2023,field_primary,
SITE 5UVa2023,23080767-007,Surface Water,8/28/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.46185,mg/L,0.11,0.2,,,,,5UVa2023,field_primary,
SITE 12,23080039-004,Surface Water,7/31/2023,8/1/2023,8/4/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.4493,mg/L,0.11,0.2,,,,,12,field_primary,
Site 5UVa2023,23090454-002,Surface Water,9/19/2023,9/19/2023,9/21/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.36445,mg/L,0.11,0.2,,,,,5UVa2023,field_primary,
Site 20,23060531-002,Surface Water,6/19/2023,6/20/2023,6/29/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.30935,mg/L,0.11,0.2,,,,,20,field_primary,
Site 12 Duplicate,23080766-003,Surface Water,8/28/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.2741,mg/L,0.11,0.2,,,,,12,field_duplicate,
Site 15,23080117-001,Surface Water,8/2/2023,8/3/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.26645,mg/L,0.11,0.2,,,,,15,field_primary,
SITE 5 UVA 2023,23090264-004,Surface Water,9/11/2023,9/12/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.26005,mg/L,0.11,0.2,,,,,5UVa2023,field_primary,
SITE 11,23080039-005,Surface Water,7/31/2023,8/1/2023,8/4/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.22995,mg/L,0.11,0.2,,,,,11,field_primary,
Site 20,23070287-002,Surface Water,7/10/2023,7/11/2023,7/24/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.2126,mg/L,0.11,0.2,,,,,20,field_primary,
Site 11,23070746-005,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.158,mg/L,0.11,0.2,,,,,11,field_primary,
Site 15,23070747-001,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.0873,mg/L,0.11,0.2,,,,,15,field_primary,
Site 17,23080040-006,Surface Water,7/31/2023,8/1/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.06955,mg/L,0.11,0.2,,,,,17,field_primary,
Site 9,23070540-006,Surface Water,7/17/2023,7/18/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.0616,mg/L,0.11,0.2,,,,,9,field_primary,
Site 10,23070746-006,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.0514,mg/L,0.11,0.2,,,,,10,field_primary,
Site 9UVa2023,23070747-007,Surface Water,7/24/2023,7/25/2023,8/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.02915,mg/L,0.11,0.2,,,,,9UVA2023,field_primary,
Site 9UVa2023,23070284-002,Surface Water,7/11/2023,7/11/2023,7/24/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.01755,mg/L,0.11,0.2,,,,,9UVa2023,field_primary,
