Waterbody,Project,Replicate,Habitat,Date,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Abundance,Location
Lake Tahoe,NA,9,near-shore,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,9,near-shore,2022-05-03,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys CMT
Lake Tahoe,NA,9,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,59,Tahoe Keys CMT
Lake Tahoe,NA,9,near-shore,2022-05-03,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,56,Tahoe Keys CMT
Lake Tahoe,NA,9,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,5,Tahoe Keys CMT
Lake Tahoe,NA,9,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,64,Tahoe Keys CMT
Lake Tahoe,NA,9,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,7,Tahoe Keys CMT
Lake Tahoe,NA,9,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,16,Tahoe Keys CMT
Lake Tahoe,NA,9,near-shore,2022-05-03,Physa/Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,1,Tahoe Keys CMT
Lake Tahoe,NA,9,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,13,Tahoe Keys CMT
Lake Tahoe,NA,9,near-shore,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,9,Tahoe Keys CMT
Lake Tahoe,NA,1,mid-channel,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8.61,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,1,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,3,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,2,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,3,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,31,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,9,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,5,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,27,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,3,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,2,Tahoe Keys Marina
Lake Tahoe,NA,1,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,21,Tahoe Keys Marina
Lake Tahoe,NA,10,near-shore,2023-05-08,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,1,Tahoe Keys Marina
Lake Tahoe,NA,10,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,10,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,10,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,4,Tahoe Keys Marina
Lake Tahoe,NA,10,near-shore,2023-05-08,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,Tahoe Keys Marina
Lake Tahoe,NA,10,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,19,Tahoe Keys Marina
Lake Tahoe,NA,10,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,14,Tahoe Keys Marina
Lake Tahoe,NA,10,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,30,Tahoe Keys Marina
Lake Tahoe,NA,11,mid-channel,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,25.83,Tahoe Keys Marina
Lake Tahoe,NA,11,near-shore,2023-05-08,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,1,Tahoe Keys Marina
Lake Tahoe,NA,11,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,11,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,11,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,11,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,11,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,11,Tahoe Keys Marina
Lake Tahoe,NA,11,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,3,Tahoe Keys Marina
Lake Tahoe,NA,11,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,22,Tahoe Keys Marina
Lake Tahoe,NA,11,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,53,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,1,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,2,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,9,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,7,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Chaetocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,30,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,10,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Crangonyx,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Crangonyctidae,scuds,3,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,3,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,8,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,128,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Physa/Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,1,Tahoe Keys Marina
Lake Tahoe,NA,12,near-shore,2023-05-08,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,2,Tahoe Keys Marina
Lake Tahoe,NA,13,mid-channel,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,17.22,Tahoe Keys Marina
Lake Tahoe,NA,13,mid-channel,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,34.44,Tahoe Keys Marina
Lake Tahoe,NA,13,mid-channel,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,1,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,3,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,11,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,11,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Dicrotendipes,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,7,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,8,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,2,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,11,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,13,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,22,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,71,Tahoe Keys Marina
Lake Tahoe,NA,13,near-shore,2023-05-08,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,1,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,2,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,26,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,4,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,5,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,15,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,4,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,4,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,26,Tahoe Keys Marina
Lake Tahoe,NA,14,near-shore,2023-05-08,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,1,Tahoe Keys Marina
Lake Tahoe,NA,15,mid-channel,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8.61,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Endochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,12,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,5,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,6,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,5,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Pericomaini,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Psychodidae,moth flies,3,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,2,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,2,Tahoe Keys Marina
Lake Tahoe,NA,15,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,14,Tahoe Keys Marina
Lake Tahoe,NA,16,mid-channel,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,17.22,Tahoe Keys Marina
Lake Tahoe,NA,16,mid-channel,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,16,mid-channel,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,16,mid-channel,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,17.22,Tahoe Keys Marina
Lake Tahoe,NA,16,mid-channel,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,8.61,Tahoe Keys Marina
Lake Tahoe,NA,16,mid-channel,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,43.05,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,3,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,11,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,7,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,7,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Crangonyx,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Crangonyctidae,scuds,2,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,4,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,2,Tahoe Keys Marina
Lake Tahoe,NA,16,near-shore,2023-05-08,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,1,Tahoe Keys Marina
Lake Tahoe,NA,17,mid-channel,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,17,mid-channel,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,25.83,Tahoe Keys Marina
Lake Tahoe,NA,17,mid-channel,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,17.22,Tahoe Keys Marina
Lake Tahoe,NA,17,mid-channel,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,25.83,Tahoe Keys Marina
Lake Tahoe,NA,17,mid-channel,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,8.61,Tahoe Keys Marina
Lake Tahoe,NA,17,mid-channel,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,8.61,Tahoe Keys Marina
Lake Tahoe,NA,17,mid-channel,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,17.22,Tahoe Keys Marina
Lake Tahoe,NA,17,mid-channel,2023-05-08,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,25.83,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,1,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Cryptochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,7,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,1,Tahoe Keys Marina
